,PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,lat,lng
35417,401053138,401053010,401053010,1,HUNTINGTON,AV,901,2116,102,CD,0,2227000,2227000,2347258,1886.0,1999,1999,1886.0,1886.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,Y,T,6,3.0,2.0,1.0,M,M,M,O,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35418,401053140,401053010,401053010,1,HUNTINGTON,AV,902,2116,102,CD,0,1473900,1473900,1553491,1344.0,1999,1999,1344.0,1344.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,Y,F,4,2.0,2.0,0.0,M,M,,O,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35419,401053142,401053010,401053010,1,HUNTINGTON,AV,903,2116,102,CD,0,2733000,2733000,2880582,2702.0,1999,2016,2702.0,2702.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,Y,F,5,3.0,3.0,0.0,S,M,M,F,M,W,C,0.0,N,G,G,42.3486982,-71.0782134
35420,401053144,401053010,401053010,1,HUNTINGTON,AV,904,2116,102,CD,0,1151700,1151700,1213892,1220.0,1999,1999,1220.0,1220.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,N,F,4,2.0,2.0,0.0,M,M,,O,M,W,C,0.0,E,E,G,42.3486982,-71.0782134
35421,401053146,401053010,401053010,1,HUNTINGTON,AV,906,2116,102,CD,0,829300,829300,874082,836.0,1999,1999,836.0,836.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,Y,F,3,1.0,1.0,0.0,M,,,O,M,W,C,0.0,E,E,G,42.3486982,-71.0782134
35422,401053148,401053010,401053010,1,HUNTINGTON,AV,907,2116,102,CD,0,1287300,1287300,1356814,1339.0,1999,1999,1339.0,1339.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,Y,T,4,2.0,2.0,0.0,M,M,,O,M,W,C,0.0,E,E,G,42.3486982,-71.0782134
35423,401053150,401053010,401053010,1,HUNTINGTON,AV,1001,2116,102,CD,0,3457900,3457900,3644627,2848.0,1999,2016,2848.0,2848.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,Y,T,7,3.0,4.0,0.0,M,M,M,O,M,W,C,0.0,N,G,E,42.3486982,-71.0782134
35424,401053152,401053010,401053010,1,HUNTINGTON,AV,1002,2116,102,CD,0,3064900,3064900,3230405,2465.0,1999,2013,2465.0,2465.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,Y,F,5,2.0,3.0,1.0,L,L,L,O,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35425,401053154,401053010,401053010,1,HUNTINGTON,AV,1003,2116,102,CD,0,2485500,2485500,2619717,2100.0,1999,1999,2100.0,2100.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,Y,F,5,3.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35426,401053156,401053010,401053010,1,HUNTINGTON,AV,1004,2116,102,CD,0,2322500,2322500,2447915,1974.0,1999,2011,1974.0,1974.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,Y,T,6,2.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35427,401053158,401053010,401053010,1,HUNTINGTON,AV,1101,2116,102,CD,0,4342000,4342000,4576468,3102.0,1999,1999,3102.0,3102.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,Y,T,8,3.0,4.0,1.0,M,M,M,O,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35428,401053160,401053010,401053010,1,HUNTINGTON,AV,1102,2116,102,CD,0,2699400,2699400,2845168,2211.0,1999,1999,2211.0,2211.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,Y,F,5,2.0,3.0,1.0,M,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35429,401053162,401053010,401053010,1,HUNTINGTON,AV,1103,2116,102,CD,0,2570300,2570300,2709096,2100.0,1999,1999,2100.0,2100.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,Y,F,5,3.0,2.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35430,401053164,401053010,401053010,1,HUNTINGTON,AV,1104,2116,102,CD,0,2333000,2333000,2458982,1974.0,1999,1999,1974.0,1974.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,Y,T,6,3.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35431,401053166,401053010,401053010,1,HUNTINGTON,AV,1201,2116,102,CD,0,3839200,3839200,4046517,2848.0,1999,1999,2848.0,2848.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,Y,T,7,3.0,4.0,1.0,M,M,M,O,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35432,401053168,401053010,401053010,1,HUNTINGTON,AV,1202,2116,102,CD,0,3141600,3141600,3311246,2465.0,1999,1999,2465.0,2465.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,Y,F,7,3.0,2.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35433,401053170,401053010,401053010,1,HUNTINGTON,AV,1203,2116,102,CD,0,2580900,2580900,2720269,2100.0,1999,2012,2100.0,2100.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,Y,F,5,3.0,2.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35434,401053172,401053010,401053010,1,HUNTINGTON,AV,1204,2116,102,CD,0,2311900,2311900,2436743,1974.0,1999,1999,1974.0,1974.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,Y,T,5,2.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35435,401053174,401053010,401053010,1,HUNTINGTON,AV,1301,2116,102,CD,0,4472300,4472300,4713804,3108.0,1999,1999,3108.0,3108.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,Y,T,6,3.0,4.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35436,401053176,401053010,401053010,1,HUNTINGTON,AV,1302,2116,102,CD,0,2583000,2583000,2722482,2206.0,1999,2008,2206.0,2206.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,Y,F,6,2.0,2.0,0.0,M,M,,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35437,401053178,401053010,401053010,1,HUNTINGTON,AV,1303,2116,102,CD,0,2485500,2485500,2619717,2100.0,1999,1999,2100.0,2100.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,Y,F,5,3.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35438,401053180,401053010,401053010,1,HUNTINGTON,AV,1304,2116,102,CD,0,2322500,2322500,2447915,1974.0,1999,1999,1974.0,1974.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,Y,T,6,2.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35439,401053182,401053010,401053010,1,HUNTINGTON,AV,1401,2116,102,CD,0,4541500,4541500,4786741,3108.0,1999,2010,3108.0,3108.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,Y,T,8,3.0,4.0,1.0,L,M,M,O,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35440,401053184,401053010,401053010,1,HUNTINGTON,AV,1402,2116,102,CD,0,2619900,2619900,2761375,2206.0,1999,1999,2206.0,2206.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,Y,F,6,3.0,3.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35441,401053186,401053010,401053010,1,HUNTINGTON,AV,1403,2116,102,CD,0,2462800,2462800,2595791,2100.0,1999,1999,2100.0,2100.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,N,F,5,3.0,2.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35442,401053188,401053010,401053010,1,HUNTINGTON,AV,1404,2116,102,CD,0,2357900,2357900,2485227,1974.0,1999,1999,1974.0,1974.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0,Y,T,6,2.0,3.0,1.0,L,M,M,O,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35443,401053190,401053010,401053010,1,HUNTINGTON,AV,1501,2116,102,CD,0,4033600,4033600,4251414,2849.0,1999,1999,2849.0,2849.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,Y,T,7,3.0,4.0,1.0,L,M,M,O,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35444,401053192,401053010,401053010,1,HUNTINGTON,AV,1502,2116,102,CD,0,3041400,3041400,3205636,2469.0,1999,1999,2469.0,2469.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,Y,F,7,3.0,3.0,1.0,M,M,M,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35445,401053194,401053010,401053010,1,HUNTINGTON,AV,1503,2116,102,CD,0,2417100,2417100,2547624,2100.0,1999,1999,2100.0,2100.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,Y,F,5,2.0,2.0,1.0,M,M,M,O,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35446,401053196,401053010,401053010,1,HUNTINGTON,AV,1504,2116,102,CD,0,2273800,2273800,2396585,1973.0,1999,1999,1973.0,1973.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,Y,T,3,1.0,1.0,1.0,M,M,,F,M,W,C,0.0,E,E,E,42.3486982,-71.0782134
35447,401053198,401053010,401053010,1,HUNTINGTON,AV,PH1601,2116,102,CD,0,9241200,9241200,9740225,5379.0,1999,2006,5379.0,5379.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,Y,T,6,3.0,2.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35448,401053200,401053010,401053010,1,HUNTINGTON,AV,PH1603,2116,102,CD,0,4699600,4699600,4953379,3118.0,1999,1999,3118.0,3118.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,Y,T,7,4.0,3.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35449,401053202,401053010,401053010,1,HUNTINGTON,AV,PH1701,2116,102,CD,0,6118300,6118300,6448688,3787.0,1999,1999,3787.0,3787.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.0,Y,T,8,3.0,3.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35450,401053204,401053010,401053010,1,HUNTINGTON,AV,PH1702,2116,102,CD,0,5689000,5689000,5996206,3618.0,1999,1999,3618.0,3618.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,Y,T,8,4.0,4.0,1.0,L,M,M,F,L,W,C,0.0,E,E,E,42.3486982,-71.0782134
35451,401053206,401053010,401053010,1,HUNTINGTON,AV,PH1801,2116,102,CD,0,7830000,7830000,8252820,4298.0,1999,1999,4298.0,4298.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,Y,T,16,5.0,3.0,1.0,L,M,M,F,L,W,C,1.0,E,E,E,42.3486982,-71.0782134
35452,401053208,401053010,401053010,1,HUNTINGTON,AV,PH1802,2116,102,CD,0,4372100,4372100,4608194,2864.0,1999,1999,2864.0,2864.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,Y,T,6,2.0,3.0,1.0,L,M,M,F,L,F,C,0.0,E,E,E,42.3486982,-71.0782134
35810,401404000,401404000,401404000,8 16,STONEHOLM,ST,,2115,995,CM,0,0,0,0,19090.0,1920,2017,0.0,0.0,7.0,C,,,,,,,,,,,,,,,,,,,,,,,,MR,121.0,0.0,0.0,C,G,,,,,,,,,,,,,,,,,,,,42.345821,-71.08863199999999
35948,401418000,401418000,401418000,179,MASSACHUSETTS,AV,,2115,995,CM,0,0,0,0,2185.0,1910,2002,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,1.0,1.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3457139,-71.08732429999999
35950,401418004,401418000,401418000,179,MASSACHUSETTS,AV,2,2115,102,CD,0,2166588,2166588,2283584,3421.0,1910,2002,3421.0,3421.0,2.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,N,T,2,0.0,2.0,1.0,S,S,S,F,S,F,C,0.0,N,A,A,42.3457139,-71.08732429999999
35952,401420010,401420010,401420010,183 -185,MASSACHUSETTS,AV,,2115,995,CM,0,0,0,0,7411.0,2002,2016,0.0,0.0,9.0,C,,,,,,,,,,,,,,,,,,,,,,,,MR,31.0,1.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3455392,-71.0871356
35989,401430000,401430000,401430000,34,EDGERLY,RD,,2115,995,CM,0,0,0,0,1299.0,1899,2005,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3455088,-71.08759119999999
35995,401432000,401432000,401432000,30,EDGERLY,RD,,2115,995,CM,0,0,0,0,1977.0,1899,2005,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3456281,-71.0876376
36065,401448000,401448000,401448000,75,BURBANK,ST,,2115,995,CM,0,0,0,0,3790.0,1899,2005,0.0,0.0,5.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,24.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.34469199999999,-71.089137
37008,401688000,401688000,401688000,74,ST STEPHEN,ST,,2115,995,CM,0,0,0,0,2142.0,1920,2017,0.0,0.0,3.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.341511,-71.0876351
37009,401688010,401688000,401688000,74,ST STEPHEN,ST,1,2115,102,CD,0,453600,453600,478094,733.0,1920,1999,733.0,733.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,4,2.0,1.0,0.0,S,,,O,S,W,N,0.0,N,A,A,42.341511,-71.0876351
37010,401688012,401688000,401688000,74,ST STEPHEN,ST,2,2115,102,CD,0,493800,493800,520465,677.0,1920,1999,677.0,677.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,T,4,2.0,1.0,0.0,S,,,O,S,W,N,1.0,N,A,A,42.341511,-71.0876351
37011,401688014,401688000,401688000,74,ST STEPHEN,ST,3,2115,102,CD,0,573000,573000,603942,756.0,1920,1999,756.0,756.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,T,5,2.0,1.0,0.0,M,,,O,S,E,N,2.0,N,G,A,42.341511,-71.0876351
37012,401688016,401688000,401688000,74,ST STEPHEN,ST,4,2115,102,CD,0,639400,639400,673928,863.0,1920,1999,863.0,863.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,N,T,5,2.0,1.0,0.0,S,,,O,S,W,N,1.0,N,A,A,42.341511,-71.0876351
37247,401776000,401776000,401776000,65,HEMENWAY,ST,,2115,995,CM,0,0,0,0,2000.0,1920,1986,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,10.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3447987,-71.08995879999999
37821,402245030,402245030,402245030,316,HUNTINGTON,AV,,2115,995,CM,0,0,0,0,45214.0,1920,1999,0.0,0.0,7.0,C,,,,,,,,,,,,,,,,,,,,,,,,MR,0.0,2.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.34073180000001,-71.0872401
37849,402277000,402277000,402277000,333,MASSACHUSETTS,AV,,2115,995,CM,0,0,0,0,15574.0,1978,2001,0.0,0.0,16.0,A,,,,,,,,,,,,,,,,,,,,,,,,HR,1.0,1.0,0.0,K,G,,,,,,,,,,,,,,,,,,,,42.3423293,-71.0847709
37954,402295000,402295000,402295000,334,MASSACHUSETTS,AV,,2115,995,CM,0,0,0,0,14826.0,1978,2001,0.0,0.0,14.0,B,,,,,,,,,,,,,,,,,,,,,,,,HR,1.0,1.0,0.0,K,G,,,,,,,,,,,,,,,,,,,,42.342516,-71.0840861
38212,402423010,402423010,402423010,17,DURHAM,ST,,2115,995,CM,0,0,0,0,3034.0,1880,2004,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RE,5.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3436496,-71.0809838
38241,402429000,402429000,402429000,70,W RUTLAND,SQ,,2118,995,CM,0,0,0,0,1953.0,1899,2007,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,4.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3430713,-71.08010519999999
38250,402434000,402434000,402434000,60,W RUTLAND,SQ,,2118,995,CM,0,0,0,0,2100.0,1860,2017,0.0,0.0,4.0,C,RM,M,B,15.0,5.0,5.0,2.0,L,L,M,2.0,L,L,,F,C,2.0,G,E,E,N,G,,RM,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.34287519999999,-71.07982659999999
38253,402435000,402435000,402435000,58,W RUTLAND,SQ,,2118,995,CM,0,0,0,0,2174.0,1875,2002,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RE,3.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.34284479999999,-71.079757
38308,402447000,402447000,402447000,11 HF,GREENWICH,PK,,2118,995,CM,0,0,0,0,2079.0,1860,2015,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.342408,-71.08021149999999
38330,402455000,402455000,402455000,29,GREENWICH,PK,,2118,995,CM,0,0,0,0,2079.0,1930,2006,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.34296210000001,-71.0806623
38377,402472000,402472000,402472000,20,GREENWICH,PK,,2118,995,CM,0,0,0,0,2100.0,1920,2005,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,A,,,,,,,,,,,,,,,,,,,,42.3425464,-71.0806739
38380,402473000,402473000,402473000,18,GREENWICH,PK,,2118,995,CM,0,0,0,0,2100.0,1920,2005,0.0,0.0,4.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3424755,-71.0806391
38392,402477000,402477000,402477000,10,GREENWICH,PK,,2118,995,CM,0,0,0,0,2100.0,1860,2007,0.0,0.0,4.0,R,,,,,,,,,,,,,,,,,,,,,,,,RM,2.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3423503,-71.0803954
38427,402483000,402483000,402483000,529,COLUMBUS,AV,,2118,995,CM,0,0,0,0,6761.0,1899,2000,0.0,0.0,6.0,C,,,,,,,,,,,,,,,,,,,,,,,,RM,25.0,0.0,0.0,B,G,,,,,,,,,,,,,,,,,,,,42.3419147,-71.0804168
38428,402483002,402483000,402483000,529,COLUMBUS,AV,1,2118,102,CD,0,387300,387300,408214,342.0,1899,2016,342.0,342.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,F,2,1.0,1.0,0.0,M,,,P,M,W,N,0.0,N,G,A,42.3419147,-71.0804168
38429,402483004,402483000,402483000,529,COLUMBUS,AV,2,2118,102,CD,0,374300,374300,394512,344.0,1899,2000,344.0,344.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,A,2,0.0,1.0,0.0,M,,,O,M,E,N,0.0,N,G,A,42.3419147,-71.0804168
38430,402483006,402483000,402483000,529,COLUMBUS,AV,3,2118,102,CD,0,626600,626600,660436,838.0,1899,2000,838.0,838.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,5,2.0,1.0,0.0,M,,,O,M,W,N,0.0,N,G,F,42.3419147,-71.0804168
38431,402483008,402483000,402483000,529,COLUMBUS,AV,4,2118,102,CD,0,616100,616100,649369,776.0,1899,2000,776.0,776.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,4,2.0,1.0,0.0,M,,,O,M,W,D,0.0,N,G,F,42.3419147,-71.0804168
38432,402483010,402483000,402483000,529,COLUMBUS,AV,5,2118,102,CD,0,669200,669200,705337,718.0,1899,2000,718.0,718.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,T,5,2.0,1.0,0.0,M,,,F,M,W,N,0.0,N,G,A,42.3419147,-71.0804168
38433,402483012,402483000,402483000,529,COLUMBUS,AV,6,2118,102,CD,0,675400,675400,711872,729.0,1899,2000,729.0,729.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,T,5,2.0,1.0,0.0,M,,,F,M,W,N,0.0,N,G,A,42.3419147,-71.0804168
38434,402483014,402483000,402483000,529,COLUMBUS,AV,7,2118,102,CD,0,749400,749400,789868,811.0,1899,2008,811.0,811.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,N,T,4,2.0,1.0,0.0,M,,,O,M,E,N,0.0,N,G,A,42.3419147,-71.0804168
38435,402483016,402483000,402483000,529,COLUMBUS,AV,8,2118,102,CD,0,903800,903800,952605,982.0,1899,2000,982.0,982.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,N,T,5,2.0,1.0,0.0,M,,,F,M,W,N,0.0,N,G,G,42.3419147,-71.0804168
38436,402483018,402483000,402483000,529,COLUMBUS,AV,9,2118,102,CD,0,667700,667700,703756,697.0,1899,2000,697.0,697.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,N,A,4,2.0,1.0,0.0,M,,,F,M,E,N,0.0,N,G,G,42.3419147,-71.0804168
38437,402483020,402483000,402483000,529,COLUMBUS,AV,10,2118,102,CD,0,915400,915400,964832,1073.0,1899,2000,1073.0,1073.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,N,T,6,3.0,1.0,0.0,M,,,O,M,W,N,0.0,N,G,A,42.3419147,-71.0804168
38438,402483022,402483000,402483000,529,COLUMBUS,AV,11,2118,102,CD,0,956900,956900,1008573,1088.0,1899,2000,1088.0,1088.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,N,T,6,3.0,1.0,0.0,M,,,F,M,F,N,0.0,N,G,A,42.3419147,-71.0804168
38439,402483024,402483000,402483000,529,COLUMBUS,AV,12,2118,102,CD,0,684100,684100,721042,754.0,1899,2000,754.0,754.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,N,A,5,2.0,1.0,0.0,M,,,F,M,E,N,0.0,N,G,A,42.3419147,-71.0804168
38440,402483026,402483000,402483000,529,COLUMBUS,AV,13,2118,102,CD,0,835400,835400,880512,866.0,1899,2016,866.0,866.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,N,T,5,2.0,1.0,0.0,M,,,F,M,W,N,0.0,N,G,G,42.3419147,-71.0804168
38441,402483028,402483000,402483000,529,COLUMBUS,AV,14,2118,102,CD,0,446300,446300,470400,481.0,1899,2000,481.0,481.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,N,T,3,1.0,1.0,0.0,M,,,F,M,E,N,0.0,N,G,F,42.3419147,-71.0804168
38442,402483030,402483000,402483000,529,COLUMBUS,AV,15,2118,102,CD,0,283700,283700,299020,234.0,1899,2000,234.0,234.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,F,2,0.0,1.0,0.0,S,,,P,S,E,N,0.0,N,A,A,42.3419147,-71.0804168
38443,402483032,402483000,402483000,529,COLUMBUS,AV,16,2118,102,CD,0,510700,510700,538278,542.0,1899,2000,542.0,542.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,N,A,3,1.0,1.0,0.0,S,,,F,S,W,N,0.0,N,G,A,42.3419147,-71.0804168
38444,402483034,402483000,402483000,529,COLUMBUS,AV,17,2118,102,CD,0,309800,309800,326529,273.0,1899,2016,273.0,273.0,1.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,N,F,2,0.0,1.0,0.0,M,,,P,S,W,N,0.0,N,A,A,42.3419147,-71.0804168
38445,402483036,402483000,402483000,529,COLUMBUS,AV,18,2118,102,CD,0,784400,784400,826758,965.0,1899,2016,965.0,965.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,N,T,5,2.0,1.0,0.0,M,,,F,M,W,N,0.0,N,A,A,42.3419147,-71.0804168
38446,402483038,402483000,402483000,529,COLUMBUS,AV,19,2118,102,CD,0,721000,721000,759934,915.0,1899,2000,915.0,915.0,2.0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,N,A,5,2.0,1.0,0.0,S,,,F,S,W,N,0.0,N,A,A,42.3419147,-71.0804168
